V1,V2,V3,V4,V5,V6,V7,V8,V9
4.743226048201319,3.909904089271636,4.213443272131848,3.5718961230963147,4.0618124220218155,4.890313538120842,4.691659641802349,4.913408364416203,4.999434874693441
6.452570653329985,5.683040610627609,4.652301777544303,6.800957909327015,5.1885915746203235,6.099233825253878,5.476001860440746,5.506786855019607,8.097393053126833
5.49129856763429,4.12946146096237,3.8523172458465575,4.838891188410546,5.449382692587203,4.978474895184319,5.474850961960741,4.636499468924915,3.338749219214643
4.511272880523068,4.088009866560191,5.55728455880252,5.2611345449795595,4.270738132667902,4.164859018796152,3.296756734885657,3.410893592080825,3.800792099929489
4.083897868411925,3.0111669383571513,3.8058412522998406,1.9811363210774702,3.877840882823334,3.9381101761750923,2.1201380816762674,4.917466739849876,1.3945679071315542
2.073260884779467,4.49596907102176,0.5916013536448714,0.9094521075937418,2.6285308422000164,4.191214402106643,3.961565219253867,3.3723090918317533,2.8297930183524223
4.611421085585119,5.958529835041967,3.9784315648399735,4.163637896011873,4.846548883385542,4.590760724035213,5.390700574239353,6.040207906657842,7.743983310516056
4.595359477181858,3.682837377680676,4.734264659511142,5.253848489903896,4.583996619173265,2.55415255521342,4.492520181977657,4.872928046642179,6.968221062842068
5.194956152691565,4.840731485459416,4.787208841892165,3.7680502413458785,4.808715417056532,4.664134845119291,3.74430930917534,6.077391785801746,5.747620065369676
4.345293688408736,4.029572380679818,5.042579788967941,6.0099466658566385,4.369625468284189,3.6685409627109333,5.157103596103363,3.818478639573984,5.66781515635634
4.981602589977708,3.3931474139098388,4.121773290063963,1.492636146062031,4.20532683913256,4.918761479528204,2.9414687160943602,6.206790747300512,2.9985410000961545
8.272054304351585,6.382574506118733,8.510535087815374,8.61982283096478,7.772331885649478,7.764155177343323,7.671592470715367,6.422994538350637,5.94326507699993
1.4288527363434311,1.3449311041554246,0.8481133670507379,1.4582401447679119,0.4231925717527405,1.6644154119206571,0.9496450112318229,1.8628500444573404,3.6504728793967356
5.729876385957452,5.922293415451827,4.733163111557083,4.671249290535899,5.743621778692241,5.986451899417525,6.333750977241199,6.371082798959216,6.2107800473288695
5.4868835991475775,6.110862155124583,4.566160962885949,6.199839406586718,4.619320791112536,6.311866606791197,5.0270495601861,4.434319568112031,6.882647712136276
4.512852412875905,2.641606189213286,2.563209111836815,5.275446873959154,3.4869125928326916,3.579834918977133,5.257028292355507,2.4615932371218245,5.611938009689625
6.1261063660549295,6.518443192267468,6.865572914618223,5.503145767465529,6.948374398288783,6.820482837156906,6.529314492978978,6.013801752523068,3.324250404777045
7.467706206993824,6.421423695862228,7.25388837326925,7.959663707012037,7.102754174985973,7.1305663760951745,6.917146761948564,7.192868849589498,6.499026115950395
7.249153233159644,7.689304371434471,7.955882754023891,7.2065296529640115,7.281898009101171,8.156142047738403,7.292094635033415,6.536740579495744,6.086641466188033
1.7695571193058188,0.8563073989556127,2.577621533821635,3.7958533770859453,1.174308394563412,1.4875297270744126,2.0998741182017806,1.0953451683761477,2.5473553311692814
3.962119783064943,3.0766258058952305,3.5326110424460007,2.8673087012214187,3.9511933133778476,2.991090669190592,2.941074502218677,4.149209524597116,3.300644175783142
1.9661113390524982,4.414679858835596,3.0459614371536947,3.452832348303385,2.5147012295020166,3.8276004366169554,3.163820758090667,2.4078273374116113,2.680578322154318
3.06876137627558,2.1200417097507978,2.7328751563930385,2.7360124706783227,3.008644041380004,1.9503174949348252,3.752025926507438,3.8791666702106546,4.553244601117558
3.1333346327117164,3.59792754135227,6.183967474458509,3.843960533103985,4.010038780042902,2.821646249123154,2.583691288336129,4.085495578562373,2.2213950857524556
4.695951532473563,5.791614211142232,6.0719601640177014,5.569581400284968,4.896846776492465,5.868070908033539,5.672150396003043,4.841750374964118,5.027404290428138
7.57801550792257,6.684610242444165,6.429821244687424,5.657262324526862,7.389615203494766,6.655115987142907,6.716459525725863,8.733755866871402,7.692490878729621
5.791937871729004,4.971936018038377,6.567835870396737,8.150993019443018,5.439725779701943,5.447211504184025,5.912095241284347,3.762917744160279,5.41288707670767
4.542856133701004,5.2766062170609045,5.817453249835553,4.987077819441624,4.361273259121851,5.272186471990417,4.582966621654992,5.4198560199881305,5.656822561402318
3.7868051751313754,2.9428143351212905,0.943472556356677,1.722746639117383,2.948277612942255,3.903214884951786,3.3224882570455083,3.3748914476468626,3.6093834888747796
6.379249921101962,8.571343481571109,6.881954372177084,8.341739039332355,8.291525936557823,7.680329573011435,8.737892607329496,6.046366826574397,3.9223744719479243
9.657050541275872,8.898052367527042,7.090808285548883,7.527754125465677,10.346897214494486,7.67870204021604,9.473109066816566,10.701427048089723,9.730374739110902
4.669618263821409,4.267281208636989,4.760256844455489,5.005135172283282,5.149897290613647,5.280785350092977,6.295597681290878,4.563288437206509,2.530425832554427
6.873186300236503,6.023026378721525,5.899626897227862,7.26495577276417,6.253906226456243,6.888181389428114,6.442048637664325,4.671866623185496,5.7745353137441935
6.345454969165372,7.386449532992749,7.203490911608402,7.576858105373031,6.8664136710333015,6.990938919945156,5.9557709698034484,5.395994743475521,4.787648356491616
7.756008721383088,7.12798523861107,7.907480945221849,6.322943383616331,7.049587841147683,9.061484124736332,7.214852499072401,7.9261039199046905,5.779339594247032
1.667949582478863,2.605754903404299,2.8184594109852372,1.8129470460067036,2.485944436199997,2.0819557217998805,2.1850545007444153,1.9025782700342413,0.8875436353505721
5.971087306013183,6.348234868444475,4.566855876778379,5.156516297241936,5.653870541682333,6.835471919649997,5.496833245358573,4.903460201023483,4.965350799358173
3.094839862237585,2.163739056642178,3.6636637074007847,4.275491798834361,1.9465485449401192,3.2889979686691566,2.900885636997091,2.2830569169335186,4.164754578673
5.248917632251168,4.368737005790146,5.420393616763193,5.977487445020716,5.164405627780438,4.5763552881970035,5.028768035554751,4.220931546499145,4.568908298355935
5.406825745803276,4.599424804343615,5.681941712718502,4.430047694247707,5.525759605036499,6.307030118038897,4.715623071325345,4.736260837970854,0.7591174535123928
